ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60647,20,05/10/2020,05/16/2020,184,1074,210,1227.3,851,4008,972,4580.1,0.2,0.3,11,56,12.6,64.0,87509,60647-2020-20,POINT (-87.701101 41.921058)
60647,22,05/24/2020,05/30/2020,89,1296,102,1481,831,5770,950,6593.6,0.1,0.2,6,75,6.9,85.7,87509,60647-2020-22,POINT (-87.701101 41.921058)
60657,18,04/26/2020,05/02/2020,34,236,48,336.9,279,1404,398,2004.2,0.1,0.1,5,15,7.1,21.4,70052,60657-2020-18,POINT (-87.658216 41.939715)
60626,16,04/12/2020,04/18/2020,136,301,274,605.3,343,908,690,1825.9,0.3,0.3,10,17,20.1,34.2,49730,60626-2020-16,POINT (-87.669834 42.009469)
60601,29,07/12/2020,07/18/2020,6,101,41,688.2,199,1637,1356,11155,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-29,POINT (-87.622844 41.886262)
60606,46,11/08/2020,11/14/2020,19,146,613,4708.2,207,3819,6675,123153.8,0.1,0.1,0,1,0.0,32.2,3101,60606-2020-46,POINT (-87.63676 41.882634)
60609,20,05/16/2021,05/22/2021,41,7371,67,11986.3,1270,80340,2065,130644.8,0.0,0.1,1,151,1.6,245.5,61495,60609-2021-20,POINT (-87.653382 41.812017)
60612,28,07/11/2021,07/17/2021,15,3674,44,10707.9,834,90160,2431,262772.9,0.0,0.0,0,70,0.0,204.0,34311,60612-2021-28,POINT (-87.687011 41.88004)
60602,11,03/14/2021,03/20/2021,0,96,0,7717,59,2108,4743,169453.4,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-11,POINT (-87.628309 41.883136)
60621,50,12/06/2020,12/12/2020,112,1559,386,5368.1,816,17073,2810,58787.3,0.1,0.1,1,65,3.4,223.8,29042,60621-2020-50,POINT (-87.638812 41.776931)
60623,16,04/12/2020,04/18/2020,240,568,279,660.6,463,1195,538,1389.9,0.5,0.4,9,24,10.5,27.9,85979,60623-2020-16,POINT (-87.717446 41.850321)
60625,53,12/27/2020,01/02/2021,203,5353,256,6755.2,2524,66333,3185,83708.3,0.1,0.1,6,155,7.6,195.6,79243,60625-2020-53,POINT (-87.701816 41.971155)
60628,12,03/21/2021,03/27/2021,63,4623,94,6928.5,1394,60851,2089,91198.1,0.0,0.1,1,194,1.5,290.7,66724,60628-2021-12,POINT (-87.621537 41.694192)
60647,24,06/07/2020,06/13/2020,57,1404,65,1604.4,1461,8189,1670,9357.9,0.1,0.2,3,83,3.4,94.8,87509,60647-2020-24,POINT (-87.701101 41.921058)
60647,26,06/21/2020,06/27/2020,37,1491,42,1703.8,1495,10927,1708,12486.7,0.0,0.1,1,88,1.1,100.6,87509,60647-2020-26,POINT (-87.701101 41.921058)
60647,27,06/28/2020,07/04/2020,51,1542,58,1762.1,1745,12672,1994,14480.8,0.0,0.1,1,89,1.1,101.7,87509,60647-2020-27,POINT (-87.701101 41.921058)
60647,28,07/05/2020,07/11/2020,54,1596,62,1823.8,2121,14793,2424,16904.5,0.0,0.1,0,89,0.0,101.7,87509,60647-2020-28,POINT (-87.701101 41.921058)
60647,29,07/12/2020,07/18/2020,60,1656,69,1892.4,2306,17099,2635,19539.7,0.0,0.1,2,91,2.3,104.0,87509,60647-2020-29,POINT (-87.701101 41.921058)
60647,30,07/19/2020,07/25/2020,61,1717,70,1962.1,1929,19028,2204,21744,0.0,0.1,1,92,1.1,105.1,87509,60647-2020-30,POINT (-87.701101 41.921058)
60608,7,02/14/2021,02/20/2021,42,7341,53,9268.4,1832,83146,2313,104975.7,0.0,0.1,4,135,5.1,170.4,79205,60608-2021-7,POINT (-87.670366 41.849879)
60609,8,02/21/2021,02/27/2021,46,6613,75,10753.7,1266,63272,2059,102889.7,0.0,0.1,1,133,1.6,216.3,61495,60609-2021-8,POINT (-87.653382 41.812017)
60612,18,05/02/2021,05/08/2021,61,3520,178,10259.1,2177,79822,6345,232642.6,0.0,0.1,2,68,5.8,198.2,34311,60612-2021-18,POINT (-87.687011 41.88004)
60633,14,03/29/2020,04/04/2020,7,11,54,85.5,27,55,210,427.3,0.2,0.1,0,0,0.0,0.0,12871,60633-2020-14,POINT (-87.556037 41.653147)
60612,8,02/21/2021,02/27/2021,31,2986,90,8702.7,2203,57046,6421,166261.5,0.0,0.1,1,61,2.9,177.8,34311,60612-2021-8,POINT (-87.687011 41.88004)
60619,16,04/18/2021,04/24/2021,98,4554,160,7434.1,1904,67574,3108,110310.5,0.1,0.1,2,131,3.3,213.8,61258,60619-2021-16,POINT (-87.60569 41.744737)
60637,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,47454,60637-2020-10,POINT (-87.604053 41.780991)
60621,35,08/23/2020,08/29/2020,11,733,38,2523.9,324,8088,1116,27849.3,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-35,POINT (-87.638812 41.776931)
60624,18,04/26/2020,05/02/2020,90,511,249,1413.2,391,1585,1081,4383.5,0.2,0.3,1,16,2.8,44.3,36158,60624-2020-18,POINT (-87.722735 41.879417)
60630,44,10/25/2020,10/31/2020,204,1970,356,3435.4,1715,25136,2991,43833.7,0.1,0.1,0,69,0.0,120.3,57344,60630-2020-44,POINT (-87.759611 41.971261)
60631,16,04/12/2020,04/18/2020,18,98,61,331.9,233,821,789,2780.3,0.1,0.1,1,2,3.4,6.8,29529,60631-2020-16,POINT (-87.813371 41.995019)
60632,5,01/31/2021,02/06/2021,110,12241,121,13445.9,1590,72422,1746,79550.5,0.1,0.2,1,184,1.1,202.1,91039,60632-2021-5,POINT (-87.711251 41.810038)
60647,31,07/26/2020,08/01/2020,67,1784,77,2038.6,2200,21228,2514,24258.1,0.0,0.1,0,92,0.0,105.1,87509,60647-2020-31,POINT (-87.701101 41.921058)
60647,32,08/02/2020,08/08/2020,85,1869,97,2135.8,2357,23585,2693,26951.5,0.0,0.1,0,92,0.0,105.1,87509,60647-2020-32,POINT (-87.701101 41.921058)
60647,33,08/09/2020,08/15/2020,62,1931,71,2206.6,2249,25834,2570,29521.5,0.0,0.1,1,93,1.1,106.3,87509,60647-2020-33,POINT (-87.701101 41.921058)
60647,34,08/16/2020,08/22/2020,84,2015,96,2302.6,2262,28096,2585,32106.4,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-34,POINT (-87.701101 41.921058)
60647,35,08/23/2020,08/29/2020,76,2091,87,2389.5,2353,30449,2689,34795.3,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-35,POINT (-87.701101 41.921058)
60647,36,08/30/2020,09/05/2020,50,2141,57,2446.6,2375,32824,2714,37509.3,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-36,POINT (-87.701101 41.921058)
60614,11,03/08/2020,03/14/2020,14,14,20,19.6,25,27,35,37.9,0.2,0.2,0,0,0.0,0.0,71308,60614-2020-11,POINT (-87.652064 41.922605)
60647,37,09/06/2020,09/12/2020,62,2203,71,2517.5,2076,34900,2372,39881.6,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-37,POINT (-87.701101 41.921058)
60608,39,09/26/2021,10/02/2021,44,8929,56,11273.3,3496,150394,4414,189879.4,0.0,0.1,2,156,2.5,197.0,79205,60608-2021-39,POINT (-87.670366 41.849879)
60647,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,87509,60647-2020-10,POINT (-87.701101 41.921058)
60609,35,08/29/2021,09/04/2021,66,7815,107,12708.4,1850,99017,3008,161016.3,0.0,0.1,0,157,0.0,255.3,61495,60609-2021-35,POINT (-87.653382 41.812017)
60630,12,03/15/2020,03/21/2020,13,13,23,22.7,40,46,70,80.2,0.2,0.2,1,1,1.7,1.7,57344,60630-2020-12,POINT (-87.759611 41.971261)
60613,22,05/24/2020,05/30/2020,13,371,26,740.3,431,2490,860,4968.8,0.0,0.1,3,27,6.0,53.9,50113,60613-2020-22,POINT (-87.661343 41.953742)
60620,20,05/16/2021,05/22/2021,63,5692,92,8358.8,2200,86616,3231,127196.9,0.0,0.1,2,157,2.9,230.6,68096,60620-2021-20,POINT (-87.651656 41.740873)
60628,18,04/26/2020,05/02/2020,111,756,166,1133,545,2405,817,3604.4,0.2,0.3,13,53,19.5,79.4,66724,60628-2020-18,POINT (-87.621537 41.694192)
60633,27,06/28/2020,07/04/2020,10,157,78,1219.8,199,1257,1546,9766.1,0.1,0.1,0,4,0.0,31.1,12871,60633-2020-27,POINT (-87.556037 41.653147)
60647,38,09/13/2020,09/19/2020,62,2265,71,2588.3,2344,37244,2679,42560.2,0.0,0.1,0,93,0.0,106.3,87509,60647-2020-38,POINT (-87.701101 41.921058)
60654,27,06/28/2020,07/04/2020,11,181,58,945.9,357,2212,1866,11560,0.0,0.1,0,1,0.0,5.2,19135,60654-2020-27,POINT (-87.636354 41.892485)
60654,28,07/05/2020,07/11/2020,24,205,125,1071.3,430,2642,2247,13807.2,0.1,0.1,0,1,0.0,5.2,19135,60654-2020-28,POINT (-87.636354 41.892485)
60609,41,10/04/2020,10/10/2020,70,2714,114,4413.4,1378,25773,2241,41910.7,0.1,0.1,1,83,1.6,135.0,61495,60609-2020-41,POINT (-87.653382 41.812017)
60610,42,10/11/2020,10/17/2020,65,841,167,2155.4,1479,19913,3790,51034.1,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-42,POINT (-87.63581 41.90455)
60611,49,11/29/2020,12/05/2020,96,1386,296,4274.3,1319,28551,4068,88049.7,0.1,0.1,0,6,0.0,18.5,32426,60611-2020-49,POINT (-87.620291 41.894734)
60619,13,03/22/2020,03/28/2020,98,129,160,210.6,222,347,362,566.5,0.4,0.3,0,0,0.0,0.0,61258,60619-2020-13,POINT (-87.60569 41.744737)
60612,35,08/23/2020,08/29/2020,33,929,96,2707.6,900,11761,2623,34277.6,0.0,0.1,0,31,0.0,90.4,34311,60612-2020-35,POINT (-87.687011 41.88004)
60612,3,01/17/2021,01/23/2021,63,2850,184,8306.4,2272,46780,6622,136341.1,0.0,0.1,3,57,8.7,166.1,34311,60612-2021-3,POINT (-87.687011 41.88004)
60613,1,01/03/2021,01/09/2021,146,2894,291,5774.9,2651,55368,5290,110486.3,0.1,0.1,0,40,0.0,79.8,50113,60613-2021-1,POINT (-87.661343 41.953742)
60618,35,08/23/2020,08/29/2020,78,2005,83,2124.1,1992,27842,2110,29495.2,0.0,0.1,1,52,1.1,55.1,94395,60618-2020-35,POINT (-87.703343 41.946699)
60628,46,11/08/2020,11/14/2020,305,2715,457,4069,1900,31487,2848,47189.9,0.2,0.1,4,134,6.0,200.8,66724,60628-2020-46,POINT (-87.621537 41.694192)
60614,22,05/24/2020,05/30/2020,16,499,22,699.8,455,3897,638,5465,0.0,0.1,4,62,5.6,86.9,71308,60614-2020-22,POINT (-87.652064 41.922605)
60607,27,06/28/2020,07/04/2020,9,489,30,1652.5,421,3445,1423,11642.1,0.0,0.1,0,4,0.0,13.5,29591,60607-2020-27,POINT (-87.652727 41.876104)
60602,36,08/30/2020,09/05/2020,0,21,0,1688.1,42,602,3376,48392.3,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-36,POINT (-87.628309 41.883136)
60601,34,08/22/2021,08/28/2021,18,1206,123,8218.1,1126,37618,7673,256340.7,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-34,POINT (-87.622844 41.886262)
60606,20,05/16/2021,05/22/2021,3,318,97,10254.8,211,9337,6804,301096.4,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-20,POINT (-87.63676 41.882634)
60607,6,02/07/2021,02/13/2021,20,2246,68,7590.1,1572,44963,5312,151948.2,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-6,POINT (-87.652727 41.876104)
60608,39,09/20/2020,09/26/2020,70,2714,88,3426.6,1879,31201,2372,39392.7,0.0,0.1,1,80,1.3,101.0,79205,60608-2020-39,POINT (-87.670366 41.849879)
60652,15,04/05/2020,04/11/2020,52,170,118,387.2,140,444,319,1011.2,0.3,0.3,3,6,6.8,13.7,43907,60652-2020-15,POINT (-87.714238 41.745398)
60647,17,04/19/2020,04/25/2020,220,501,251,572.5,606,1758,692,2008.9,0.3,0.3,10,17,11.4,19.4,87509,60647-2020-17,POINT (-87.701101 41.921058)
60609,30,07/25/2021,07/31/2021,24,7504,39,12202.6,1256,90318,2042,146870.5,0.0,0.1,0,156,0.0,253.7,61495,60609-2021-30,POINT (-87.653382 41.812017)
60618,18,04/26/2020,05/02/2020,134,646,142,684.4,627,2469,664,2615.6,0.2,0.2,6,18,6.4,19.1,94395,60618-2020-18,POINT (-87.703343 41.946699)
60605,19,05/03/2020,05/09/2020,14,149,51,541.4,147,870,534,3161.5,0.1,0.1,0,1,0.0,3.6,27519,60605-2020-19,POINT (-87.623449 41.867824)
60641,12,03/15/2020,03/21/2020,10,11,14,15.5,60,65,84,91.5,0.1,0.1,0,0,0.0,0.0,71023,60641-2020-12,POINT (-87.746791 41.946682)
60621,18,04/26/2020,05/02/2020,66,344,227,1184.5,277,1101,954,3791.1,0.2,0.3,9,22,31.0,75.8,29042,60621-2020-18,POINT (-87.638812 41.776931)
60647,39,09/20/2020,09/26/2020,60,2325,69,2656.9,2611,39855,2984,45543.9,0.0,0.1,1,94,1.1,107.4,87509,60647-2020-39,POINT (-87.701101 41.921058)
60647,40,09/27/2020,10/03/2020,70,2395,80,2736.9,2530,42385,2891,48435,0.0,0.1,0,94,0.0,107.4,87509,60647-2020-40,POINT (-87.701101 41.921058)
60647,41,10/04/2020,10/10/2020,116,2511,133,2869.4,3098,45483,3540,51975.2,0.0,0.1,0,94,0.0,107.4,87509,60647-2020-41,POINT (-87.701101 41.921058)
60647,42,10/11/2020,10/17/2020,174,2685,199,3068.3,3321,48804,3795,55770.3,0.1,0.1,1,95,1.1,108.6,87509,60647-2020-42,POINT (-87.701101 41.921058)
60647,43,10/18/2020,10/24/2020,264,2949,302,3369.9,3817,52621,4362,60132.1,0.1,0.1,1,96,1.1,109.7,87509,60647-2020-43,POINT (-87.701101 41.921058)
60647,44,10/25/2020,10/31/2020,344,3293,393,3763,4014,56635,4587,64719.1,0.1,0.1,0,96,0.0,109.7,87509,60647-2020-44,POINT (-87.701101 41.921058)
60647,45,11/01/2020,11/07/2020,455,3748,520,4283,4334,60969,4953,69671.7,0.1,0.1,0,96,0.0,109.7,87509,60647-2020-45,POINT (-87.701101 41.921058)
60647,46,11/08/2020,11/14/2020,549,4297,627,4910.4,4577,65546,5230,74902,0.1,0.1,2,98,2.3,112.0,87509,60647-2020-46,POINT (-87.701101 41.921058)
60666,11,03/14/2021,03/20/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-11,POINT (-87.896371 41.979511)
60601,11,03/14/2021,03/20/2021,29,971,198,6616.7,978,22424,6664,152804.1,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-11,POINT (-87.622844 41.886262)
60640,10,03/01/2020,03/07/2020,,,,,5,5,7,7.2,0.0,0.0,0,0,0.0,0.0,69715,60640-2020-10,POINT (-87.662232 41.971888)
60601,39,09/26/2021,10/02/2021,10,1451,68,9887.6,1572,52840,10712,360068.1,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-39,POINT (-87.622844 41.886262)
60605,24,06/07/2020,06/13/2020,4,198,14,719.5,312,2132,1134,7747.4,0.0,0.1,0,1,0.0,3.6,27519,60605-2020-24,POINT (-87.623449 41.867824)
60608,22,05/30/2021,06/05/2021,12,8167,15,10311.2,1570,114061,1982,144007.3,0.0,0.1,0,141,0.0,178.0,79205,60608-2021-22,POINT (-87.670366 41.849879)
60609,51,12/13/2020,12/19/2020,192,5471,312,8896.7,2081,47271,3384,76869.7,0.1,0.1,6,113,9.8,183.8,61495,60609-2020-51,POINT (-87.653382 41.812017)
60624,50,12/06/2020,12/12/2020,116,2289,321,6330.5,1037,22198,2868,61391.7,0.1,0.1,5,51,13.8,141.0,36158,60624-2020-50,POINT (-87.722735 41.879417)
60647,47,11/15/2020,11/21/2020,470,4767,537,5447.4,5345,70891,6108,81010,0.1,0.1,6,104,6.9,118.8,87509,60647-2020-47,POINT (-87.701101 41.921058)
60647,48,11/22/2020,11/28/2020,319,5086,364,5812,3701,74592,4229,85239.2,0.1,0.1,5,109,5.7,124.6,87509,60647-2020-48,POINT (-87.701101 41.921058)
60647,49,11/29/2020,12/05/2020,408,5494,466,6278.2,4094,78686,4678,89917.6,0.1,0.1,1,110,1.1,125.7,87509,60647-2020-49,POINT (-87.701101 41.921058)
60647,50,12/06/2020,12/12/2020,367,5861,419,6697.6,4048,82734,4626,94543.4,0.1,0.1,4,114,4.6,130.3,87509,60647-2020-50,POINT (-87.701101 41.921058)
60647,51,12/13/2020,12/19/2020,312,6173,356,7054.1,4399,87133,5027,99570.3,0.1,0.1,4,118,4.6,134.8,87509,60647-2020-51,POINT (-87.701101 41.921058)
60630,17,04/19/2020,04/25/2020,109,312,190,544.1,375,1386,654,2417,0.2,0.2,4,14,7.0,24.4,57344,60630-2020-17,POINT (-87.759611 41.971261)
60647,52,12/20/2020,12/26/2020,229,6402,262,7315.8,3741,90874,4275,103845.3,0.1,0.1,5,123,5.7,140.6,87509,60647-2020-52,POINT (-87.701101 41.921058)
60647,53,12/27/2020,01/02/2021,251,6653,287,7602.6,3420,94294,3908,107753.5,0.1,0.1,6,129,6.9,147.4,87509,60647-2020-53,POINT (-87.701101 41.921058)
60661,23,05/31/2020,06/06/2020,1,42,10,423.1,64,481,645,4845.9,0.0,0.1,0,0,0.0,0.0,9926,60661-2020-23,POINT (-87.644283 41.882786)
60601,19,05/03/2020,05/09/2020,7,64,48,436.1,76,344,518,2344.1,0.1,0.1,1,4,6.8,27.3,14675,60601-2020-19,POINT (-87.622844 41.886262)
60601,42,10/17/2021,10/23/2021,24,1516,164,10330.5,1156,56966,7877,388184,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-42,POINT (-87.622844 41.886262)
60606,42,10/17/2021,10/23/2021,3,412,97,13286,429,17838,13834,575233.8,0.0,0.0,0,3,0.0,96.7,3101,60606-2021-42,POINT (-87.63676 41.882634)
60611,42,10/17/2021,10/23/2021,37,2787,114,8595,1772,85423,5465,263439.8,0.0,0.0,0,19,0.0,58.6,32426,60611-2021-42,POINT (-87.620291 41.894734)
60617,22,05/24/2020,05/30/2020,70,1082,85,1311,999,6754,1210,8183.3,0.1,0.2,7,52,8.5,63.0,82534,60617-2020-22,POINT (-87.556897 41.721257)
60641,27,07/04/2021,07/10/2021,13,9179,18,12924,954,117037,1343,164787.5,0.0,0.1,1,138,1.4,194.3,71023,60641-2021-27,POINT (-87.746791 41.946682)
60646,22,05/24/2020,05/30/2020,19,367,68,1311.3,341,2432,1218,8689.7,0.1,0.2,2,36,7.1,128.6,27987,60646-2020-22,POINT (-87.761826 41.993931)
60647,1,01/03/2021,01/09/2021,329,6982,376,7978.6,4316,98610,4932,112685.6,0.1,0.1,2,131,2.3,149.7,87509,60647-2021-1,POINT (-87.701101 41.921058)
60647,10,03/07/2021,03/13/2021,78,7930,89,9061.9,2645,124171,3022,141895.1,0.0,0.1,1,142,1.1,162.3,87509,60647-2021-10,POINT (-87.701101 41.921058)
60647,11,03/14/2021,03/20/2021,104,8034,119,9180.8,2726,126897,3115,145010.2,0.0,0.1,0,142,0.0,162.3,87509,60647-2021-11,POINT (-87.701101 41.921058)
60647,12,03/21/2021,03/27/2021,142,8176,162,9343,3160,130057,3611,148621.3,0.0,0.1,1,143,1.1,163.4,87509,60647-2021-12,POINT (-87.701101 41.921058)
60611,13,03/22/2020,03/28/2020,25,41,77,126.4,133,232,410,715.5,0.2,0.1,0,0,0.0,0.0,32426,60611-2020-13,POINT (-87.620291 41.894734)
60647,13,03/28/2021,04/03/2021,153,8329,175,9517.9,3051,133108,3486,152107.8,0.1,0.1,1,144,1.1,164.6,87509,60647-2021-13,POINT (-87.701101 41.921058)
60647,14,04/04/2021,04/10/2021,164,8493,187,9705.3,2946,136054,3366,155474.3,0.1,0.1,1,145,1.1,165.7,87509,60647-2021-14,POINT (-87.701101 41.921058)
60647,15,04/11/2021,04/17/2021,130,8623,149,9853.8,3000,139054,3428,158902.5,0.1,0.1,3,148,3.4,169.1,87509,60647-2021-15,POINT (-87.701101 41.921058)
60647,16,04/18/2021,04/24/2021,97,8720,111,9964.7,2642,141696,3019,161921.6,0.0,0.1,1,149,1.1,170.3,87509,60647-2021-16,POINT (-87.701101 41.921058)
60647,17,04/25/2021,05/01/2021,88,8808,101,10065.3,2505,144201,2863,164784.2,0.0,0.1,0,149,0.0,170.3,87509,60647-2021-17,POINT (-87.701101 41.921058)
60647,18,05/02/2021,05/08/2021,57,8865,65,10130.4,2339,146540,2673,167457.1,0.0,0.1,0,149,0.0,170.3,87509,60647-2021-18,POINT (-87.701101 41.921058)
60605,26,06/27/2021,07/03/2021,2,1989,7,7227.7,548,51142,1991,185842.5,0.0,0.0,0,12,0.0,43.6,27519,60605-2021-26,POINT (-87.623449 41.867824)
60602,41,10/04/2020,10/10/2020,1,24,80,1929.3,52,816,4180,65594.9,0.0,0.0,0,0,0.0,0.0,1244,60602-2020-41,POINT (-87.628309 41.883136)
60606,25,06/20/2021,06/26/2021,0,320,0,10319.3,161,10236,5192,330087.1,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-25,POINT (-87.63676 41.882634)
60607,1,01/03/2021,01/09/2021,99,2046,335,6914.3,1808,37063,6110,125250.9,0.1,0.1,0,5,0.0,16.9,29591,60607-2021-1,POINT (-87.652727 41.876104)
60602,20,05/16/2021,05/22/2021,1,106,80,8520.9,77,2759,6190,221784.6,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-20,POINT (-87.628309 41.883136)
60610,27,06/28/2020,07/04/2020,23,321,59,822.7,872,5115,2235,13109,0.0,0.1,0,9,0.0,23.1,39019,60610-2020-27,POINT (-87.63581 41.90455)
60612,46,11/08/2020,11/14/2020,204,1664,595,4849.8,1994,25158,5812,73323.4,0.1,0.1,2,33,5.8,96.2,34311,60612-2020-46,POINT (-87.687011 41.88004)
60616,47,11/15/2020,11/21/2020,191,1874,351,3440.8,2920,36080,5361,66245.6,0.1,0.1,2,48,3.7,88.1,54464,60616-2020-47,POINT (-87.629531 41.844869)
60619,35,08/23/2020,08/29/2020,35,1325,57,2163,973,18526,1588,30242.6,0.0,0.1,1,67,1.6,109.4,61258,60619-2020-35,POINT (-87.60569 41.744737)
60622,21,05/17/2020,05/23/2020,59,589,112,1115.7,547,2827,1036,5354.9,0.1,0.2,1,47,1.9,89.0,52793,60622-2020-21,POINT (-87.681818 41.902762)
60666,42,10/17/2021,10/23/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-42,POINT (-87.896371 41.979511)
60623,21,05/17/2020,05/23/2020,345,3042,401,3538.1,1421,7729,1653,8989.4,0.3,0.4,18,112,20.9,130.3,85979,60623-2020-21,POINT (-87.717446 41.850321)
60623,39,09/20/2020,09/26/2020,96,4486,112,5217.6,1281,27680,1490,32193.9,0.1,0.2,2,160,2.3,186.1,85979,60623-2020-39,POINT (-87.717446 41.850321)
60602,42,10/17/2021,10/23/2021,0,129,0,10369.8,150,5254,12058,422347.3,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-42,POINT (-87.628309 41.883136)
60643,10,03/01/2020,03/07/2020,,,,,1,1,2,2,0.0,0.0,0,0,0.0,0.0,49870,60643-2020-10,POINT (-87.662381 41.700445)
60601,24,06/07/2020,06/13/2020,6,78,41,531.5,106,782,722,5328.8,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-24,POINT (-87.622844 41.886262)
60605,30,07/19/2020,07/25/2020,14,278,51,1010.2,603,5202,2191,18903.3,0.0,0.0,0,1,0.0,3.6,27519,60605-2020-30,POINT (-87.623449 41.867824)
60610,32,08/02/2020,08/08/2020,22,442,56,1132.8,774,9293,1984,23816.6,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-32,POINT (-87.63581 41.90455)
60610,6,02/07/2021,02/13/2021,44,2849,113,7301.6,1568,51700,4019,132499.6,0.0,0.1,1,30,2.6,76.9,39019,60610-2021-6,POINT (-87.63581 41.90455)
60615,42,10/17/2021,10/23/2021,17,3011,41,7244.4,2138,114314,5144,275037.9,0.0,0.0,1,45,2.4,108.3,41563,60615-2021-42,POINT (-87.602725 41.801993)
60633,17,04/19/2020,04/25/2020,18,48,140,372.9,69,200,536,1553.9,0.2,0.2,0,0,0.0,0.0,12871,60633-2020-17,POINT (-87.556037 41.653147)
60618,18,05/02/2021,05/08/2021,81,8498,86,9002.6,2555,127677,2707,135258.2,0.0,0.1,4,125,4.2,132.4,94395,60618-2021-18,POINT (-87.703343 41.946699)
60636,14,03/29/2020,04/04/2020,77,137,239,425.4,134,295,416,916.1,0.5,0.4,7,9,21.7,27.9,32203,60636-2020-14,POINT (-87.668597 41.77599)
60666,36,08/30/2020,09/05/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-36,POINT (-87.896371 41.979511)
60621,42,10/17/2021,10/23/2021,16,2883,55,9927,1795,54216,6181,186681.4,0.0,0.1,0,102,0.0,351.2,29042,60621-2021-42,POINT (-87.638812 41.776931)
60631,42,10/17/2021,10/23/2021,38,3791,129,12838.2,1765,72957,5977,247069,0.0,0.1,0,99,0.0,335.3,29529,60631-2021-42,POINT (-87.813371 41.995019)
60645,19,05/03/2020,05/09/2020,82,805,172,1686.5,474,2611,993,5470.1,0.2,0.3,6,43,12.6,90.1,47732,60645-2020-19,POINT (-87.695049 42.008927)
60647,25,06/14/2020,06/20/2020,50,1454,57,1661.5,1243,9432,1420,10778.3,0.1,0.2,4,87,4.6,99.4,87509,60647-2020-25,POINT (-87.701101 41.921058)
60614,26,06/21/2020,06/27/2020,30,567,42,795.1,1028,6908,1442,9687.6,0.0,0.1,0,65,0.0,91.2,71308,60614-2020-26,POINT (-87.652064 41.922605)
60647,19,05/09/2021,05/15/2021,47,8912,54,10184.1,2043,148583,2335,169791.7,0.0,0.1,0,149,0.0,170.3,87509,60647-2021-19,POINT (-87.701101 41.921058)
60657,28,07/05/2020,07/11/2020,53,472,76,673.8,1451,8974,2071,12810.5,0.0,0.0,0,28,0.0,40.0,70052,60657-2020-28,POINT (-87.658216 41.939715)
60827,15,04/05/2020,04/11/2020,4,19,14,66.5,11,45,38,157.5,0.1,0.3,1,2,3.5,7.0,28577,60827-2020-15,POINT (-87.633087 41.650765)
60605,3,01/17/2021,01/23/2021,25,1569,91,5701.5,982,30438,3568,110607.2,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-3,POINT (-87.623449 41.867824)
60606,34,08/16/2020,08/22/2020,4,59,129,1902.6,136,2039,4386,65753,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-34,POINT (-87.63676 41.882634)
60608,11,03/08/2020,03/14/2020,,,,,8,11,10,13.9,0.0,0.0,0,0,0.0,0.0,79205,60608-2020-11,POINT (-87.670366 41.849879)
60610,16,04/18/2021,04/24/2021,51,3493,131,8952,1518,68230,3890,174863.5,0.0,0.1,0,31,0.0,79.4,39019,60610-2021-16,POINT (-87.63581 41.90455)
60613,37,09/12/2021,09/18/2021,42,4487,84,8953.8,2277,121823,4544,243096.6,0.0,0.0,0,52,0.0,103.8,50113,60613-2021-37,POINT (-87.661343 41.953742)
60666,2,01/10/2021,01/16/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-2,POINT (-87.896371 41.979511)
